DATE_FORMAT,DATE,INT ARRIVALS 04,INT ARRIVALS 22,INT ARRIVALS TTL,INT DEPARTURES 04,INT DEPARTURES 22,INT DEPARTURES TTL,LOCAL ARRIVALS 04,LOCAL ARRIVALS 22,LOCAL ARRIVALS TTL,LOCAL DEPARTURES 04,LOCAL DEPARTURES 22,LOCAL DEPARTURES TTL,TRANSITS FXD,TRANSITS HEL,TRANSITS TTL,HELI LND,HELI TO,HELI TTL,T/G,Grant Total,International Flights,Local Flights (Fixed/Heli),YEAR,MONTH
2018-12-27,27,10.0,48.0,58.0,11.0,47.0,58.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,2.0,2.0,1.0,,1.0,0.0,129.0,116.0,11.0,2018,DEC
2018-12-28,28,45.0,8.0,53.0,45.0,9.0,54.0,7.0,4.0,11.0,7.0,4.0,11.0,0.0,2.0,2.0,3.0,3.0,6.0,19.0,156.0,107.0,28.0,2018,DEC
2018-12-29,29,5.0,0.0,5.0,55.0,0.0,55.0,12.0,0.0,12.0,12.0,0.0,12.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,90.0,60.0,26.0,2018,DEC
2018-12-30,30,45.0,14.0,59.0,44.0,14.0,58.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,121.0,117.0,4.0,2018,DEC
2018-12-31,31,32.0,15.0,47.0,33.0,14.0,47.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,98.0,94.0,3.0,2018,DEC
2019-01-01,1,35.0,0.0,35.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.0,2019,JAN
2019-01-02,2,3.0,51.0,54.0,5.0,48.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,5.0,0.0,113.0,107.0,5.0,2019,JAN
2019-01-03,3,0.0,59.0,59.0,0.0,57.0,57.0,0.0,8.0,8.0,0.0,8.0,8.0,1.0,0.0,1.0,3.0,2.0,5.0,14.0,152.0,116.0,21.0,2019,JAN
2019-01-04,4,0.0,53.0,53.0,0.0,52.0,52.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,113.0,105.0,3.0,2019,JAN
2019-01-05,5,0.0,56.0,56.0,0.0,57.0,57.0,0.0,8.0,8.0,0.0,8.0,8.0,1.0,0.0,1.0,1.0,1.0,2.0,17.0,149.0,113.0,18.0,2019,JAN
2019-01-06,6,0.0,61.0,61.0,0.0,62.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,123.0,0.0,2019,JAN
2019-01-07,7,0.0,54.0,54.0,0.0,52.0,52.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,2.0,2.0,2.0,2.0,4.0,18.0,140.0,106.0,14.0,2019,JAN
2019-01-08,8,1.0,45.0,46.0,3.0,42.0,45.0,1.0,3.0,4.0,1.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,5.0,111.0,91.0,12.0,2019,JAN
2019-01-09,9,0.0,50.0,50.0,2.0,50.0,52.0,0.0,0.0,0.0,2.0,10.0,12.0,4.0,1.0,5.0,4.0,4.0,8.0,21.0,148.0,102.0,20.0,2019,JAN
2019-01-10,10,20.0,35.0,55.0,16.0,35.0,51.0,2.0,5.0,7.0,1.0,6.0,7.0,3.0,3.0,6.0,2.0,2.0,4.0,16.0,146.0,106.0,18.0,2019,JAN
2019-01-11,11,50.0,0.0,50.0,49.0,0.0,49.0,10.0,0.0,10.0,10.0,0.0,10.0,3.0,0.0,3.0,4.0,3.0,7.0,17.0,146.0,99.0,27.0,2019,JAN
2019-01-12,12,0.0,54.0,54.0,0.0,55.0,55.0,13.0,0.0,13.0,13.0,0.0,13.0,2.0,0.0,2.0,1.0,1.0,2.0,20.0,159.0,109.0,28.0,2019,JAN
2019-01-13,13,58.0,1.0,59.0,59.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,120.0,118.0,2.0,2019,JAN
2019-01-14,14,12.0,37.0,49.0,6.0,41.0,47.0,1.0,4.0,5.0,1.0,4.0,5.0,0.0,1.0,1.0,3.0,4.0,7.0,17.0,131.0,96.0,17.0,2019,JAN
2019-01-15,15,0.0,49.0,49.0,0.0,51.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,105.0,100.0,2.0,2019,JAN
2019-01-16,16,0.0,48.0,48.0,0.0,47.0,47.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,8.0,2.0,111.0,95.0,12.0,2019,JAN
2019-01-17,17,9.0,44.0,53.0,13.0,38.0,51.0,3.0,6.0,9.0,2.0,7.0,9.0,1.0,4.0,5.0,4.0,4.0,8.0,12.0,147.0,104.0,26.0,2019,JAN
2019-01-18,18,0.0,46.0,46.0,0.0,45.0,45.0,0.0,12.0,12.0,0.0,12.0,12.0,2.0,2.0,4.0,3.0,2.0,5.0,24.0,148.0,91.0,29.0,2019,JAN
2019-01-19,19,0.0,47.0,47.0,1.0,48.0,49.0,0.0,15.0,15.0,0.0,15.0,15.0,2.0,1.0,3.0,1.0,2.0,3.0,32.0,164.0,96.0,33.0,2019,JAN
2019-01-20,20,58.0,1.0,59.0,54.0,1.0,55.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,126.0,114.0,8.0,2019,JAN
2019-01-21,21,48.0,0.0,48.0,48.0,0.0,48.0,6.0,0.0,6.0,6.0,0.0,6.0,3.0,3.0,6.0,7.0,6.0,13.0,5.0,132.0,96.0,25.0,2019,JAN
2019-01-22,22,29.0,14.0,43.0,27.0,15.0,42.0,7.0,2.0,9.0,7.0,2.0,9.0,2.0,2.0,4.0,1.0,1.0,2.0,15.0,124.0,85.0,20.0,2019,JAN
2019-01-23,23,40.0,10.0,50.0,40.0,10.0,50.0,9.0,0.0,9.0,9.0,0.0,9.0,3.0,3.0,6.0,2.0,2.0,4.0,29.0,157.0,100.0,22.0,2019,JAN
2019-01-24,24,17.0,36.0,53.0,15.0,34.0,49.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,1.0,4.0,2.0,2.0,4.0,4.0,120.0,102.0,10.0,2019,JAN
2019-01-25,25,0.0,50.0,50.0,1.0,53.0,54.0,0.0,12.0,12.0,0.0,12.0,12.0,1.0,1.0,2.0,4.0,4.0,8.0,24.0,162.0,104.0,32.0,2019,JAN
2019-01-26,26,0.0,45.0,45.0,0.0,48.0,48.0,0.0,9.0,9.0,0.0,9.0,9.0,3.0,0.0,3.0,1.0,1.0,2.0,23.0,139.0,93.0,20.0,2019,JAN
2019-01-27,27,0.0,55.0,55.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,108.0,0.0,2019,JAN
2019-01-28,28,0.0,47.0,47.0,0.0,44.0,44.0,0.0,9.0,9.0,0.0,9.0,9.0,2.0,1.0,3.0,3.0,3.0,6.0,22.0,140.0,91.0,24.0,2019,JAN
2019-01-29,29,0.0,51.0,51.0,2.0,46.0,48.0,0.0,12.0,12.0,0.0,12.0,12.0,1.0,0.0,1.0,6.0,6.0,12.0,15.0,151.0,99.0,36.0,2019,JAN
2019-01-30,30,0.0,49.0,49.0,0.0,53.0,53.0,0.0,3.0,3.0,0.0,3.0,3.0,4.0,2.0,6.0,2.0,2.0,4.0,5.0,123.0,102.0,10.0,2019,JAN
2019-01-31,31,0.0,50.0,50.0,0.0,47.0,47.0,0.0,9.0,9.0,0.0,9.0,9.0,3.0,1.0,4.0,1.0,1.0,2.0,13.0,134.0,97.0,20.0,2019,JAN
2019-02-01,1,1.0,46.0,47.0,1.0,48.0,49.0,0.0,8.0,8.0,0.0,8.0,8.0,1.0,2.0,3.0,3.0,3.0,6.0,1.0,122.0,96.0,22.0,2019,FEB
2019-02-02,2,11.0,36.0,47.0,10.0,36.0,46.0,9.0,9.0,18.0,9.0,9.0,18.0,2.0,0.0,2.0,3.0,3.0,6.0,25.0,162.0,93.0,42.0,2019,FEB
2019-02-03,3,44.0,12.0,56.0,42.0,13.0,55.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,6.0,6.0,12.0,0.0,129.0,111.0,16.0,2019,FEB
2019-02-04,4,48.0,0.0,48.0,47.0,0.0,47.0,7.0,0.0,7.0,7.0,0.0,7.0,2.0,2.0,4.0,4.0,3.0,7.0,5.0,125.0,95.0,21.0,2019,FEB
2019-02-05,5,47.0,0.0,47.0,45.0,0.0,45.0,10.0,0.0,10.0,10.0,0.0,10.0,1.0,3.0,4.0,2.0,2.0,4.0,0.0,120.0,92.0,24.0,2019,FEB
2019-02-06,6,46.0,0.0,46.0,49.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,100.0,95.0,5.0,2019,FEB
2019-02-07,7,29.0,20.0,49.0,30.0,19.0,49.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,6.0,9.0,122.0,98.0,12.0,2019,FEB
2019-02-08,8,25.0,27.0,52.0,22.0,32.0,54.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,4.0,121.0,106.0,8.0,2019,FEB
2019-02-09,9,16.0,35.0,51.0,19.0,34.0,53.0,1.0,9.0,10.0,1.0,9.0,10.0,2.0,0.0,2.0,1.0,1.0,2.0,32.0,160.0,104.0,22.0,2019,FEB
2019-02-10,10,30.0,28.0,58.0,30.0,25.0,55.0,2.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,125.0,113.0,7.0,2019,FEB
2019-02-11,11,13.0,35.0,48.0,9.0,39.0,48.0,1.0,8.0,9.0,1.0,8.0,9.0,0.0,1.0,1.0,3.0,3.0,6.0,0.0,121.0,96.0,24.0,2019,FEB
2019-02-12,12,0.0,46.0,46.0,0.0,48.0,48.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,3.0,3.0,8.0,8.0,16.0,5.0,134.0,94.0,32.0,2019,FEB
2019-02-13,13,49.0,2.0,51.0,42.0,7.0,49.0,3.0,1.0,4.0,4.0,1.0,5.0,2.0,3.0,5.0,5.0,5.0,10.0,5.0,129.0,100.0,19.0,2019,FEB
2019-02-14,14,4.0,54.0,58.0,4.0,18.0,22.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,6.0,94.0,80.0,8.0,2019,FEB
2019-02-15,15,36.0,20.0,56.0,33.0,20.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,111.0,109.0,2.0,2019,FEB
2019-02-16,16,26.0,31.0,57.0,23.0,32.0,55.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,8.0,127.0,112.0,6.0,2019,FEB
2019-02-17,17,1.0,59.0,60.0,0.0,68.0,68.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,4.0,1.0,136.0,128.0,6.0,2019,FEB
2019-02-18,18,18.0,35.0,53.0,15.0,35.0,50.0,7.0,3.0,10.0,7.0,3.0,10.0,0.0,3.0,3.0,7.0,7.0,14.0,1.0,141.0,103.0,34.0,2019,FEB
2019-02-19,19,0.0,48.0,48.0,1.0,44.0,45.0,0.0,13.0,13.0,0.0,1.0,1.0,1.0,7.0,8.0,7.0,7.0,14.0,12.0,141.0,93.0,28.0,2019,FEB
2019-02-20,20,0.0,44.0,44.0,0.0,50.0,50.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,3.0,3.0,3.0,4.0,7.0,28.0,160.0,94.0,35.0,2019,FEB
2019-02-21,21,4.0,49.0,53.0,2.0,52.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,6.0,0.0,114.0,107.0,6.0,2019,FEB
2019-02-22,22,18.0,34.0,52.0,20.0,30.0,50.0,5.0,2.0,7.0,5.0,2.0,7.0,0.0,1.0,1.0,4.0,4.0,8.0,25.0,150.0,102.0,22.0,2019,FEB
2019-02-23,23,0.0,51.0,51.0,0.0,54.0,54.0,0.0,18.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,1.0,1.0,2.0,25.0,168.0,105.0,38.0,2019,FEB
2019-02-24,24,7.0,50.0,57.0,54.0,3.0,57.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,127.0,114.0,8.0,2019,FEB
2019-02-25,25,49.0,1.0,50.0,46.0,2.0,48.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,2.0,3.0,3.0,6.0,2.0,114.0,98.0,12.0,2019,FEB
2019-02-26,26,4.0,48.0,52.0,6.0,40.0,46.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,112.0,98.0,8.0,2019,FEB
2019-02-27,27,0.0,53.0,53.0,0.0,60.0,60.0,0.0,7.0,7.0,0.0,7.0,7.0,1.0,1.0,2.0,4.0,4.0,8.0,11.0,148.0,113.0,22.0,2019,FEB
2019-02-28,28,27.0,24.0,51.0,26.0,25.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,106.0,102.0,2.0,2019,FEB
2019-03-01,1,0.0,54.0,54.0,0.0,47.0,47.0,0.0,14.0,14.0,0.0,14.0,14.0,1.0,1.0,2.0,2.0,2.0,4.0,21.0,156.0,101.0,32.0,2019,MAR
2019-03-02,2,0.0,63.0,63.0,0.0,64.0,64.0,0.0,18.0,18.0,0.0,18.0,18.0,1.0,0.0,1.0,1.0,1.0,2.0,12.0,178.0,127.0,38.0,2019,MAR
2019-03-03,3,0.0,57.0,57.0,0.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,4.0,7.0,0.0,129.0,118.0,7.0,2019,MAR
2019-03-04,4,0.0,50.0,50.0,0.0,51.0,51.0,0.0,4.0,4.0,0.0,4.0,4.0,2.0,3.0,5.0,3.0,3.0,6.0,5.0,125.0,101.0,14.0,2019,MAR
2019-03-05,5,0.0,49.0,49.0,0.0,47.0,47.0,0.0,17.0,17.0,0.0,17.0,17.0,0.0,0.0,0.0,2.0,2.0,4.0,17.0,151.0,96.0,38.0,2019,MAR
2019-03-06,6,0.0,55.0,55.0,0.0,53.0,53.0,0.0,14.0,14.0,0.0,14.0,14.0,1.0,2.0,3.0,4.0,6.0,10.0,24.0,173.0,108.0,38.0,2019,MAR
2019-03-07,7,0.0,59.0,59.0,0.0,57.0,57.0,0.0,10.0,10.0,0.0,10.0,10.0,0.0,3.0,3.0,2.0,2.0,4.0,12.0,155.0,116.0,24.0,2019,MAR
2019-03-08,8,19.0,31.0,50.0,19.0,33.0,52.0,2.0,8.0,10.0,2.0,8.0,10.0,1.0,3.0,4.0,3.0,3.0,6.0,19.0,151.0,102.0,26.0,2019,MAR
2019-03-09,9,0.0,57.0,57.0,0.0,59.0,59.0,0.0,11.0,11.0,0.0,11.0,11.0,2.0,0.0,2.0,3.0,3.0,6.0,9.0,155.0,116.0,28.0,2019,MAR
2019-03-10,10,0.0,58.0,58.0,0.0,58.0,58.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,124.0,116.0,8.0,2019,MAR
2019-03-11,11,0.0,53.0,53.0,1.0,49.0,50.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,114.0,103.0,4.0,2019,MAR
2019-03-12,12,0.0,52.0,52.0,0.0,51.0,51.0,0.0,9.0,9.0,0.0,9.0,9.0,1.0,0.0,1.0,3.0,3.0,6.0,3.0,131.0,103.0,24.0,2019,MAR
2019-03-13,13,14.0,30.0,44.0,14.0,30.0,44.0,4.0,1.0,5.0,4.0,1.0,5.0,2.0,2.0,4.0,3.0,2.0,5.0,10.0,117.0,88.0,15.0,2019,MAR
2019-03-14,14,0.0,50.0,50.0,1.0,45.0,46.0,0.0,12.0,12.0,0.0,12.0,12.0,2.0,2.0,4.0,3.0,3.0,6.0,20.0,150.0,96.0,30.0,2019,MAR
2019-03-15,15,0.0,53.0,53.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,110.0,107.0,2.0,2019,MAR
2019-03-16,16,10.0,50.0,60.0,8.0,56.0,64.0,2.0,6.0,8.0,1.0,7.0,8.0,2.0,0.0,2.0,2.0,2.0,4.0,13.0,159.0,124.0,20.0,2019,MAR
2019-03-17,17,0.0,61.0,61.0,0.0,60.0,60.0,0.0,10.0,10.0,0.0,10.0,10.0,3.0,1.0,4.0,2.0,2.0,4.0,4.0,153.0,121.0,24.0,2019,MAR
2019-03-18,18,0.0,58.0,58.0,0.0,50.0,50.0,0.0,11.0,11.0,0.0,11.0,11.0,5.0,3.0,8.0,2.0,2.0,4.0,19.0,161.0,108.0,26.0,2019,MAR
2019-03-19,19,16.0,33.0,49.0,9.0,42.0,51.0,2.0,7.0,9.0,2.0,7.0,9.0,1.0,2.0,3.0,2.0,2.0,4.0,11.0,136.0,100.0,22.0,2019,MAR
2019-03-20,20,41.0,18.0,59.0,42.0,18.0,60.0,3.0,0.0,3.0,3.0,0.0,3.0,7.0,1.0,8.0,4.0,4.0,8.0,17.0,158.0,119.0,14.0,2019,MAR
2019-03-21,21,0.0,56.0,56.0,0.0,56.0,56.0,0.0,17.0,17.0,0.0,17.0,17.0,4.0,1.0,5.0,2.0,2.0,4.0,19.0,174.0,112.0,38.0,2019,MAR
2019-03-22,22,20.0,37.0,57.0,20.0,38.0,58.0,2.0,11.0,13.0,2.0,11.0,13.0,1.0,1.0,2.0,3.0,3.0,6.0,24.0,173.0,115.0,32.0,2019,MAR
2019-03-23,23,19.0,40.0,59.0,18.0,42.0,60.0,11.0,7.0,18.0,11.0,7.0,18.0,11.0,2.0,13.0,4.0,4.0,8.0,21.0,197.0,119.0,44.0,2019,MAR
2019-03-24,24,60.0,4.0,64.0,59.0,3.0,62.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,137.0,126.0,6.0,2019,MAR
2019-03-25,25,19.0,42.0,61.0,17.0,40.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,1.0,1.0,2.0,0.0,126.0,118.0,2.0,2019,MAR
2019-03-26,26,1.0,54.0,55.0,0.0,53.0,53.0,0.0,10.0,10.0,0.0,10.0,10.0,4.0,6.0,10.0,7.0,7.0,14.0,11.0,163.0,108.0,34.0,2019,MAR
2019-03-27,27,0.0,58.0,58.0,1.0,55.0,56.0,0.0,9.0,9.0,0.0,9.0,9.0,0.0,1.0,1.0,5.0,5.0,10.0,16.0,159.0,114.0,28.0,2019,MAR
2019-03-28,28,0.0,61.0,61.0,0.0,60.0,60.0,0.0,6.0,6.0,0.0,6.0,6.0,3.0,3.0,6.0,2.0,3.0,5.0,6.0,150.0,121.0,17.0,2019,MAR
2019-03-29,29,37.0,18.0,55.0,32.0,22.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,111.0,109.0,0.0,2019,MAR
2019-03-30,30,62.0,0.0,62.0,59.0,2.0,61.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,135.0,123.0,4.0,2019,MAR
2019-03-31,31,34.0,44.0,78.0,31.0,45.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,155.0,154.0,0.0,2019,MAR
2019-04-01,1,0.0,67.0,67.0,1.0,66.0,67.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,140.0,134.0,2.0,2019,APR
2019-04-02,2,0.0,70.0,70.0,0.0,68.0,68.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,1.0,1.0,1.0,1.0,2.0,30.0,187.0,138.0,18.0,2019,APR
2019-04-03,3,0.0,75.0,75.0,0.0,78.0,78.0,0.0,11.0,11.0,0.0,11.0,11.0,3.0,2.0,5.0,3.0,3.0,6.0,2.0,188.0,153.0,28.0,2019,APR
2019-04-04,4,22.0,43.0,65.0,14.0,53.0,67.0,4.0,1.0,5.0,4.0,1.0,5.0,1.0,2.0,3.0,0.0,0.0,0.0,8.0,153.0,132.0,10.0,2019,APR
2019-04-05,5,15.0,37.0,52.0,19.0,40.0,59.0,5.0,3.0,8.0,5.0,3.0,8.0,4.0,4.0,8.0,5.0,4.0,9.0,11.0,155.0,111.0,25.0,2019,APR
2019-04-06,6,8.0,67.0,75.0,12.0,63.0,75.0,0.0,14.0,14.0,0.0,14.0,14.0,2.0,0.0,2.0,4.0,4.0,8.0,22.0,210.0,150.0,36.0,2019,APR
2019-04-07,7,77.0,1.0,78.0,79.0,4.0,83.0,2.0,0.0,2.0,2.0,0.0,2.0,3.0,0.0,3.0,3.0,3.0,6.0,5.0,179.0,161.0,10.0,2019,APR
2019-04-08,8,47.0,27.0,74.0,38.0,37.0,75.0,11.0,2.0,13.0,11.0,2.0,13.0,6.0,3.0,9.0,5.0,6.0,11.0,13.0,208.0,149.0,37.0,2019,APR
2019-04-09,9,0.0,73.0,73.0,0.0,71.0,71.0,0.0,4.0,4.0,0.0,4.0,4.0,3.0,3.0,6.0,2.0,2.0,4.0,10.0,172.0,144.0,12.0,2019,APR
2019-04-10,10,0.0,79.0,79.0,0.0,80.0,80.0,0.0,6.0,6.0,0.0,6.0,6.0,4.0,1.0,5.0,2.0,2.0,4.0,1.0,181.0,159.0,16.0,2019,APR
2019-04-11,11,0.0,64.0,64.0,2.0,65.0,67.0,0.0,9.0,9.0,0.0,9.0,9.0,4.0,1.0,5.0,2.0,2.0,4.0,32.0,190.0,131.0,22.0,2019,APR
2019-04-12,12,30.0,40.0,70.0,29.0,45.0,74.0,4.0,10.0,14.0,6.0,8.0,14.0,3.0,1.0,4.0,4.0,3.0,7.0,20.0,203.0,144.0,35.0,2019,APR
2019-04-13,13,72.0,5.0,77.0,82.0,0.0,82.0,23.0,0.0,23.0,23.0,0.0,23.0,2.0,0.0,2.0,1.0,1.0,2.0,21.0,230.0,159.0,48.0,2019,APR
2019-04-14,14,10.0,80.0,90.0,10.0,76.0,86.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,183.0,176.0,4.0,2019,APR
2019-04-15,15,0.0,81.0,81.0,0.0,78.0,78.0,0.0,8.0,8.0,0.0,8.0,8.0,0.0,5.0,5.0,0.0,1.0,1.0,18.0,199.0,159.0,17.0,2019,APR
2019-04-16,16,0.0,69.0,69.0,0.0,73.0,73.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,1.0,4.0,0.0,0.0,0.0,6.0,158.0,142.0,6.0,2019,APR
2019-04-17,17,0.0,80.0,80.0,1.0,85.0,86.0,0.0,4.0,4.0,0.0,4.0,4.0,3.0,9.0,12.0,1.0,1.0,2.0,0.0,188.0,166.0,10.0,2019,APR
2019-04-18,18,0.0,83.0,83.0,0.0,79.0,79.0,0.0,10.0,10.0,0.0,10.0,10.0,3.0,3.0,6.0,2.0,2.0,4.0,18.0,210.0,162.0,24.0,2019,APR
2019-04-19,19,1.0,84.0,85.0,0.0,87.0,87.0,0.0,6.0,6.0,0.0,6.0,6.0,1.0,4.0,5.0,0.0,0.0,0.0,6.0,195.0,172.0,12.0,2019,APR
2019-04-20,20,16.0,73.0,89.0,15.0,68.0,83.0,0.0,9.0,9.0,0.0,9.0,9.0,3.0,1.0,4.0,1.0,1.0,2.0,26.0,222.0,172.0,20.0,2019,APR
2019-04-21,21,28.0,70.0,98.0,25.0,70.0,95.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,201.0,193.0,8.0,2019,APR
2019-04-22,22,20.0,63.0,83.0,25.0,67.0,92.0,4.0,12.0,16.0,3.0,13.0,16.0,1.0,0.0,1.0,1.0,1.0,2.0,20.0,230.0,175.0,34.0,2019,APR
2019-04-23,23,9.0,66.0,75.0,9.0,63.0,72.0,0.0,11.0,11.0,0.0,11.0,11.0,3.0,2.0,5.0,0.0,0.0,0.0,10.0,184.0,147.0,22.0,2019,APR
2019-04-24,24,50.0,37.0,87.0,49.0,37.0,86.0,7.0,2.0,9.0,7.0,2.0,9.0,1.0,3.0,4.0,2.0,2.0,4.0,5.0,204.0,173.0,22.0,2019,APR
2019-04-25,25,2.0,69.0,71.0,5.0,69.0,74.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,163.0,145.0,16.0,2019,APR
2019-04-26,26,0.0,87.0,87.0,0.0,84.0,84.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,171.0,6.0,2019,APR
2019-04-27,27,10.0,95.0,105.0,9.0,90.0,99.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,208.0,204.0,2.0,2019,APR
2019-04-28,28,0.0,97.0,97.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,197.0,0.0,2019,APR
2019-04-29,29,0.0,92.0,92.0,1.0,89.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,185.0,182.0,0.0,2019,APR
